,Judul,Url,Bahan,Step,clean
821,Resep Tahu Telur,https://resepkoki.id/resep/resep-tahu-telur/," Telur, kocok lepas  -  2 butir Tahu kuning, potong tipis  -  2 buah Bawang putih, cincang halus  -  1 siung Garam  -  1/4 sdt Merica  -  1/4 sdt Minyak, untuk menggoreng  - Kacang tanah goreng  -  100 gram Bawang putih  -  2 siung Cabai merah besar  -  2 buah Cabai rawit hijau  -  10 buah Kecap manis  -  3 sdm Garam  -  1/4 sdt Bawang merah, goreng  -  1 sdm Air jeruk nipis  -  1 sdm Lontong, iris - secukupnya Tauge, seduh lalu tiriskan - secukupnya Bawang merah goreng - secukupnya Kerupuk - secukupnya","Dalam wadah, campur telur, bawang putih, daun bawang, garam, dan merica. Aduk rata. Masukkan irisan tahu. Aduk perlahan hingga rata.Panaskan minyak untuk menggoreng. Tuangkan ½ adonan telur. Masak hingga kecoklatan di kedua sisinya. Angkat dan tiriskan. Lakukan hingga adonan habis. Sisihkan.Giling dan haluskan semua bahan saus kacang hingga teksturnya kental. Pindahkan dalam wadah. Sisihkan.Tata tahu telur, lontong, dan tauge dalam piring saji. Siram dengan saus kacang. Taburi dengan bawang merah goreng. Beri kerupuk.Siap disajikan.1. Tiriskan tahu terlebih dahulu sampai tidak ada air yang menetes. Hal ini supaya telur tidak basah dan mudah hancur ketika digoreng.","['tauge', 'kacang tanah', 'telur', 'kerupuk', 'jeruk nipis', 'cabai rawit hijau', 'cabai merah', 'kecap manis', 'tahu kuning', 'lontong', 'bawang putih', 'bawang merah', 'merica']"
822,Resep Ikan Tongkol Bumbu Kuning,https://resepkoki.id/resep/resep-ikan-tongkol-bumbu-kuning/," Ikan tongkol  -  1 kg Jeruk nipis, ambil air perasannya  -  1 buah Santan, dari 1/2 butir kelapa  -  600 ml Cabai merah besar, iris serong  -  2 buah Tomat, potong-potong  -  1 buah Serai, memarkan  -  1 batang Lengkuas, memarkan  -  3 cm Daun salam  -  2 lembar Daun jeruk  -  4 lembar Air asam jawa  -  2 sdm Garam  -  1 sdt Gula jawa, sisir  -  1 sdm Minyak, untuk menumis  -  3 sdm Minyak goreng  - Bawang putih - 6 siung Bawang merah - 8 butir Kemiri, sangrai - 4 buah Kunyit, bakar - 2 cm Ketumbar - 1/2 sdt Lada - 1/4 sdt","Cuci bersih ikan tongkol. Buang insang dan isi perutnya, lalu potong-potong ikan. Lumuri ikan dengan air perasan jeruk nipis. Diamkan selama 10 menit dalam lemari es.Goreng ikan dalam minyak panas hingga kecoklatan di kedua sisinya. Angkat dan tiriskan.Panaskan minyak. Tumis bumbu halus bersama cabai merah, serai, lengkuas, daun salam, dan daun jeruk hingga harum.Tuang santan. Aduk dan masak hingga mendidih.Masukkan air asam jawa, gula jawa, garam, dan cabai rawit. Aduk rata.Masukkan ikan tongkol dan tomat. Aduk perlahan dan tutup wajan/panci. Biarkan masak hingga kuah menyusut dan mengental. Koreksi rasanya. Angkat.Siap disajikan.","['ikan tongkol', 'lada', 'kelapa', 'daun jeruk', 'asam jawa', 'lengkuas', 'daun salam', 'jeruk nipis', 'santan', 'cabai merah', 'kemiri', 'kunyit', 'tomat', 'bawang putih', 'bawang merah', 'serai', 'jawa', 'ketumbar']"
823,Resep Bihun Kuah,https://resepkoki.id/resep/resep-bihun-kuah/," Bihun, seduh air panas lalu tiriskan  -  200 gram Ayam suwir  -  100 gram Telur  -  2 butir Daun kol, iris tipis  -  4 lembar Tomat, potong-potong  -  1 buah Daun bawang, iris  -  1 batang Daun seledri, iris  -  1 batang Saus tiram  -  1 sdm Saus sambal  -  1 sdm Kecap manis  -  2 sdm Kaldu ayam  -  400 ml Minyak goreng  -  2  Bawang putih  -  3 siung Bawang merah  -  2 butir Ebi - 1 sdt Merica - 1/2 sdt Garam - 1 sdt Gula - 1/2 sdt","Panaskan minyak lalu tumis bumbu halus hingga harum. Sisihkan di pinggir wajan.Pecahkan telur lalu buat orak-arik (di wajan yang sama).Masukkan suwiran ayam, sawi, kol dan tomat. Aduk rata.Masukkan saus tiram, saus sambal, kecap dan kaldu. Aduk rata dan masak hingga mendidih.Masukkan bihun, daun bawang, dan seledri. Aduk rata dan masak sebentar. Koreksi rasanya. Angkat.Siap disajikan.1. Bihun beras bisa diganti dengan bihun jagung sesuai selera.","['saus tiram', 'ayam', 'saus sambal', 'bihun', 'kaldu ayam', 'telur', 'ebi', 'kol', 'kecap manis', 'daun bawang', 'tomat', 'bawang putih', 'bawang merah', 'daun seledri', 'merica']"
824,Resep Ayam Karage,https://resepkoki.id/resep/resep-ayam-karage/," Fillet ayam, potong dadu besar  -  300 gram Minyak untuk menggoreng  -  Bawang putih, haluskan  -  2 siung Jahe, haluskan  -  1 cm Kecap asin  -  1/2 sdt Garam  -  1/4 sdt Merica  -  1/4 sdt Kaldu bubuk  -  1/4 sdt  Tepung terigu  -  100 gram Tepung maizena  -  50 gram Garam  -  1/4 sdt Merica  -  1/4 sdt Lihat Resep Versi  ","Dalam wadah, campur dan aduk rata semua bahan rendaman.Lumuri fillet ayam dengan bumbu rendaman hingga rata. Diamkan dan simpan di kulkas minimal 1 jam agar bumbu meresap.Dalam wadah, campur dan aduk rata semua bahan baluran.Panaskan banyak minyak.Ambil ayam lalu gulingkan ke bahan baluran sambil ditekan-tekan hingga menempel. Goreng dalam minyak panas dengan api sedang hingga matang dan berwarna kecoklatan. Angkat dan tiriskan.Siap disajikan.1. Pilih fillet ayam bagian paha untuk hasil yang lebih lembut.","['tepung maizena', 'tepung terigu', 'ayam', 'kecap asin', 'jahe', 'bawang putih', 'kaldu bubuk', 'merica']"
825,Resep Jalangkote,https://resepkoki.id/resep/resep-jalangkote/," Tepung terigu  -  500 gram Margarin, lelehkan  -  4 sdm Minyak goreng  -  2 sdm Air  -  150 ml Daging ayam, cincang  -  200 gram Telur rebus, potong jadi 8 bagian  -  4 butir Kentang, potong dadu  -  150 gram Wortel, potong dadu  -  150 gram Tau ge, siangi  -  100 gram Soun, seduh air lalu tiriskan  -  50 gram Daun bawang, iris tipis  -  2 batang Bawang putih, iris tipis  -  6 siung Bawang merah, iris tipis  -  8 butir Garam - 1/2 sdm Gula pasir - 1/2 sdm Lada bubuk - 1 sdt Pala bubuk - 1/2 sdt Air - 50 ml Minyak goreng - 4 sdm Bawang putih - 8 siung Bawang merah - 6 butir Cabai merah - 8 buah Cabai rawit - 4 buah Perasan jeruk nipis atau cuka - 1 sdt Garam - 1/2 sdm Gula pasir - 2 sdt Air - 600 ml","1. Dalam wadah, campur semua bahan kulit. Uleni hingga kalis. Jika belum kalis, takaran air bisa ditambah hingga 200 ml.1. Panaskan minyak. Tumis bawang putih dan bawang merah hingga harum.1. Ambil satu lembar kulit.1. Haluskan bawang putih, bawang merah, cabai merah, cabai rawit, garam, dan gula.1. Bahan isian bisa menggunakan daging sapi atau seafood sesuai selera.","['lada bubuk', 'tepung terigu', 'ge', 'telur', 'soun', 'pala bubuk', 'jeruk nipis', 'cabai merah', 'cabai rawit', 'daun bawang', 'ayam', 'cuka', 'bawang putih', 'bawang merah', 'wortel', 'kentang', 'tau', 'margarin']"
826,Resep Sarabba,https://resepkoki.id/resep/resep-sarabba/," Jahe, memarkan  -  200 gram Gula merah, tumbuk kasar  -  250 gram Serai, memarkan  -  1 batang Merica bubuk  -  1 sdm Santan instan  -  200 ml Air  -  1,6 liter Lihat Resep Versi  ","Dalam panci, didihkan air.Masukkan jahe, serai, dan kayu manis. Aduk rata dan biarkan masak selama 10 menit.Masukkan gula merah dan merica. Aduk dan masak hingga gula larut.Tuang santan sambil terus diaduk perlahan. Gunakan api sedang dan lanjutkan masak selama 10 menit. Matikan api.Siap disajikan.1. Pilih gula merah yang berwarna gelap.","['santan', 'merica bubuk', 'jahe', 'serai', 'merah']"
827,Resep Asam Padeh Ikan Tongkol,https://resepkoki.id/resep/resep-asam-padeh-ikan-tongkol/," Ikan tongkol, potong-potong  -  1 kg Jeruk nipis, ambil airnya  -  1 butir Asam kandis  -  2 buah Lengkuas, memarkan  -  2 ruas jari Serai, memarkan  -  1 batang Daun salam  -  2 lembar Daun jeruk  -  3 lembar Daun kunyit, sobek lalu simpulkan  -  1 lembar Air  -  600 ml Minyak, untuk menumis  -  2  HALUS: cabai merah keriting  -  100 gram Bawang merah  -  8 butir Bawang putih  -  4 siung Kunyit  -  1 ruas jari Jahe - 1 ruas jari Kemiri - 2 butir Garam - 1,5 sdm Gula - 1 sdt","Siangi dan cuci bersih ikan. Kucuri air jeruk nipis ke seluruh permukaannya. Diamkan selama 15 menit lalu bilas kembali hingga bersih. Sisihkan.Tumis bumbu halus hingga harum.Masukkan asam kandis, lengkuas, serai, daun salam, daun jeruk, dan daun kunyit. Aduk rata.Tuangkan air lalu aduk rata dan masak hingga mendidih.Masukkan ikan tongkol dan belimbing wuluh. Aduk rata. Masak dengan api kecil hingga ikan matang dan kuah menyusut. Koreksi rasanya. Angkat.Siap disajikan.1. Bila tak ada asam kandis, bisa diganti dengan air asam jawa.","['ikan tongkol', 'daun kunyit', 'cabai merah keriting', 'daun jeruk', 'lengkuas', 'daun salam', 'jeruk nipis', 'jahe', 'kunyit', 'kemiri', 'asam kandis', 'bawang putih', 'bawang merah', 'serai']"
828,Resep Palumara Bandeng,https://resepkoki.id/resep/resep-palumara-bandeng/," Ikan bandeng, bersihkan dan buang sisiknya  -  1 ekor Air asam  -  50 ml Bawang putih, iris tipis  -  2 siung Serai, memarkan  -  1 batang Cabai rawit  -  6 butir Tomat, potong jadi 4 bagian  -  1 buah Garam  -  1 sdt Gula merah  -  1 sdt Kaldu bubuk (opsional)  -  1/2 sdt Kunyit bubuk  -  1/2 sdt Air  -  300 ml Minyak goreng  -  2 sdm Lihat Resep Versi  ","Potong ikan bandeng jadi 3 atau 4 bagian. Sisihkan.Panaskan minyak. Tumis bawang putih dan merah hingga harum.Masukkan ikan bandeng, air asam, serai, dan kunyit. Tuangkan air lalu aduk rata. Masak hingga mendidih.Masukkan cabai rawit dan tomat. Bumbui dengan garam, gula merah, dan kaldu bubuk. Aduk rata dan koreksi rasanya. Lanjutkan masak selama 5 menit. Angkat.Siap disajikan.1. Pilih ikan bandeng yang segar dan berukuran sedang atau besar.","['ikan bandeng', 'bubuk', 'cabai rawit', 'kunyit', 'tomat', 'asam', 'bawang putih', 'kaldu bubuk', 'serai', 'merah', 'sisiknya']"
829,Resep Opor Ayam Putih,https://resepkoki.id/resep/resep-opor-ayam-putih/," Daging ayam, potong dan cuci bersih  -  500 gram Daun salam  -  2 lembar Daun jeruk  -  4 lembar Jahe, geprek  -  1 ruas Lengkuas, geprek  -  1 ruas Minyak  -  2 sdm Gula  -  1 sdt Garam  -  1 sdt Kaldu ayam bubuk  -  1 sdt Air  -  500 ml Santan instan  -  65  HALUS: Bawang putih  -  5 siung Bawang merah  -  8 siung Kemiri sangrai  -  3 butir","Haluskan semua bumbu halus bersama dengan minyak menggunakan blender.Tumis bumbu yang telah dihaluskan hingga harum. Masukkan daun salam, daun jeruk, jahe, lengkuas, dan serai. Tumis sampai bumbu matang.Masukkan ayam lalu masak sebentar dan aduk agar bumbu tercampur rata.Masukkan 300 ml air, tambahkan bumbu gula dan garam, masak hingga ayam empuk.Tambahkan sisa air 200 ml lalu masak hingga mendidih.Masukkan santan instan dan kaldu ayam bubuk. Masak sebentar, koreksi rasanya. Jika sudah pas matikan kompor.Tata opor ayam ke dalam piring saji lalu berikan taburan bawang goreng. Opor ayam putih siap disajikan.","['daun jeruk', 'lengkuas', 'daun salam', 'santan', 'jahe', 'kaldu ayam bubuk', 'kemiri', 'ayam', 'bawang putih', 'bawang merah']"
830,Resep Semur Hati Ampela Ayam,https://resepkoki.id/resep/resep-semur-hati-ampela-ayam/," Ati ampela ayam, cuci bersih  -  5 buah Serai  -  1 batang Jahe, memarkan  -  3 cm Daun jeruk  -  10 lembar Garam  -  1 sdm Kecap manis  -  3 sdm Air  -  200 ml Minyak, untuk menumis  -  2 Bawang putih  -  2 siung Bawang merah  -  5 butir Kemiri  -  2 butir Cabai merah giling  -  1 sdm Garam  -  1 sdt Lada bubuk  -  1/2 sdt Pala bubuk - 1/4 sdt Ketumbar bubuk - 1 sdt","Dalam panci, masukkan ati ampela, serai, jahe, daun salam, daun jeruk, garam, dan air. Rebus selama 10 menit hingga ati ampela matang. Angkat dan tiriskan.Panaskan minyak. Tumis bumbu halus hingga harum dan matang.Masukkan hati ampela. Aduk rata.Tuangkan sedikit air. Aduk rata.Masukkan kecap manis. Aduk rata dan masak hingga bumbu meresap dan kuah menyusut. Koreksi rasanya. Angkat.Siap disajikan.1. Jangan memasak terlalu lama karena ati ampela bisa mengeras.","['ketumbar bubuk', 'lada bubuk', 'daun jeruk', 'ati ampela ayam', 'pala bubuk', 'kecap manis', 'jahe', 'kemiri', 'cabai merah', 'bawang putih', 'bawang merah', 'serai', 'giling']"
831,Resep Kangkung Belacan,https://resepkoki.id/resep/resep-kangkung-belacan/," Kangkung  -  1 ikat besar Daun salam  -  2 lembar Saus tiram  -  1 sdm Air  -  50 ml Minyak, untuk menumis  -  secukupnya Bawang putih  -  3 siung Bawang merah  -  2 siung Cabai merah keriting  -  2 buah Cabai rawit merah  -  1 buah Terasi siap pakai  -  1 bungkus Lihat Resep Versi  ","Panaskan sedikit minyak. Tumis bumbu ulek dan daun salam hingga harum.Masukkan saus tiram, gula pasir, dan air. Aduk rata lalu masak hingga mendidih.Masukkan kangkung lalu masak dengan api besar hingga warnanya berubah jadi hijau terang. Koreksi rasanya. Angkat.Siap disajikan.1. Ketika sayur sudah masuk, masak selama 30 detik saja. Segera angkat dan pindahkan sayur dari wajan ke piring saji. Supaya tidak overcooked, layu, dan hilang teksturnya.","['cabai rawit merah', 'terasi', 'saus tiram', 'cabai merah keriting', 'kangkung', 'daun salam', 'bawang putih', 'bawang merah']"
832,Resep Timus Ubi,https://resepkoki.id/resep/resep-timus-ubi/," Ubi jalar  -  300 gram Tepung tapioka  -  2 sdm Gula pasir  -  2 sdm Garam  -  1/4 sdt Minyak, untuk menggoreng  -  secukupnya","Kupas ubi jalar lalu potong-potong dan cuci bersih.Kukus ubi hingga matang. Angkat.Lumatkan ubi dengan garpu.Campur ubi halus dengan tapioka, gula, vanili, dan garam. Aduk adonan hingga rata.Ambil secukupnya adonan lalu bentuk jadi bulat lonjong. Lakukan hingga semua adonan habis.Panaskan minyak. Goreng timus dengan api sedang hingga matang dan berwarna kecoklatan. Angkat dan tiriskan.Siap disajikan.","['ubi jalar', 'tepung tapioka']"
833,Resep Tumis Bunga Pepaya,https://resepkoki.id/resep/resep-tumis-bunga-pepaya/," Bunga pepaya  -  250 gram Asam gelugur  -  1 buah Udang kecil, buang kepalanya  -  100 gram Bawang merah, iris  -  6 butir Cabai rawit, iris serong  -  8 buah Cabai merah keriting, iris serong  -  6 buah Serai, memarkan  -  1 batang Jahe, memarkan  -  2 cm Daun jeruk -  2 lembar Gula pasir  -  1 sdt Garam  -  3/4 sdt Air  -  75 ml Minyak, untuk menumis  -  3 sdm Lihat Resep Versi  ","Rebus bunga pepaya bersama asam gelugur hingga empuk. Tiriskan dan buang air rebusannya. Bilas bunga pepaya dengan air. Tiriskan.Panaskan minyak. Tumis bawang putih dan bawang merah hingga harum.Masukkan irisan cabai, jahe, serai, dan daun jeruk. Aduk rata.Masukkan udang. Aduk hingga berubah warna.Masukkan bunga pepaya. Bumbui dengan garam dan gula. Aduk rata.Tuang air secukupnya lalu masak sampai semua bumbu meresap dan air menyusut. Koreksi rasanya. Angkat.Siap disajikan.","['asam gelugur', 'cabai merah keriting', 'daun jeruk', 'bunga pepaya', 'cabai rawit', 'kepala', 'jahe', 'udang', 'bawang merah', 'serai']"
834,Resep Tempe Balado,https://resepkoki.id/resep/resep-tempe-balado/," Tempe  -  2 papan sedang Daun jeruk, sobek  -  2 lembar Gula pasir  -  1 sdt Minyak, untuk menumis  -  75  cabai merah keriting  -  15 buah cabai rawit merah  -  4 buah Bawang merah  -  8 butir Tomat merah  -  1 buah Lihat Resep Versi  ",Potong-potong tempe jadi bentuk dadu kecil. Goreng tempe hingga kuning keemasan. Angkat dan tiriskan.Panaskan minyak goreng. Tumis bumbu halus dan daun jeruk hingga harum.Bumbui dengan gula dan garam. Masak hingga sambal matang. Koreksi rasanya.Masukkan tempe goreng. Aduk-aduk hingga rata dan terbalut sambal. Angkat.Siap disajikan.1. Tumis sambal hingga benar benar matang agar tidak berbau mentah atau langu.,"['cabai rawit merah', 'cabai merah keriting', 'daun jeruk', 'tomat', 'bawang merah', 'merah', 'tempe']"
835,Resep Rendang Ayam,https://resepkoki.id/resep/resep-rendang-ayam/," Ayam, potong jadi 10 bagian  -  1 kg Kelapa parut, sangrai lalu tumbuk sampai halus  -  100 gram Serai  -  3 batang Daun salam  -  3 lembar Daun jeruk  -  5 lembar Daun kunyit  -  1 lembar Kayu manis  -  3 cm Cengkeh  -  2 butir Asam kandis  -  2 butir Garam  -  2 sdt Gula  -  1 sdt Santan  -  1 liter Minyak, untuk menumis  -  Bawang putih  -  6 siung Bawang merah - 7 buah Cabai merah keriting - 20 buah Kemiri - 4 buah Jahe - 3 cm Kunyit - 3 cm Lada bubuk - 1/2 sdt Ketumbar bubuk - 1/2 sdt Pala bubuk - 1/2 sdt","Panaskan sedikit minyak. Tumis bumbu halus hingga harum.Masukkan serai, lengkuas, semua rempah daun, kayu manis, cengkeh, dan asam kandis. Aduk rata.Masukkan ayam, garam, dan gula. Aduk rata dan masak hingga ayam berubah warna.Tuangkan santan sedikit demi sedikit. Aduk rata dan masak hingga airnya surut.Masukkan kelapa sangrai. Aduk rata dan masak kembali hingga mendidih. Angkat.Siap disajikan.1. Cuci bersih ayam dan buang semua lemaknya agar rendang tidak berbau anyir.","['ketumbar bubuk', 'lada bubuk', 'cabai merah keriting', 'ayam', 'daun jeruk', 'kayu manis', 'santan', 'jahe', 'kemiri', 'asam kandis', 'bawang merah', 'daun kunyit', 'daun salam', 'cengkeh', 'serai', 'kelapa', 'pala bubuk', 'kunyit', 'bawang putih']"
836,Resep Gulai Ayam Padang,https://resepkoki.id/resep/resep-gulai-ayam-padang/," Ayam, potong jadi 10 bagian  -  1 ekor Santan, dari 1/2 butir kelapa  -  300 ml Santan encer  -  700 ml Daun jeruk, sobek  -  3 lembar Daun salam  -  2 lembar Asam kandis  -  1 buah Garam   -  1,5 sdt Gula pasir  -  1 sdt Minyak, untuk menumis  -  Bawang putih  -  5 siung Bawang merah  -  12 butir Cabai merah keriting  -  10 buah Cabai rawit  -  5 buah Kemiri, sangrai  -  4 butir Ketumbar, sangrai - 1 sdt Kunyit, bakar - 2 ruas","Panaskan minyak. Tumis bumbu halus hingga harum.Masukkan daun kunyit, daun jeruk, daun salam, dan asam kandis. Lanjutkan masak hingga bumbu matang.Masukkan ayam. Aduk-aduk hingga ayam berubah warna.Tuang santan encer. Masak hingga ayam empuk.Tuang santan kental. Bumbui dengan garam dan gula. Aduk rata lalu masak hingga mendidih dan ayam matang. Koreksi rasanya. Angkat.Siap disajikan.1. Supaya ayam lebih empuk dan cepat matang, presto ayam terlebih dulu secara utuh selama 35-40 menit, kemudian potong dan masak dengan bumbu. GM Bear Panci Presto (Lihat di Lazada DISKON) terbuat dari material yang bermutu tinggi serta dilengkapi sistem pengaturan tekanan uap & panas dan katup pengamanan. Penutup panci diberi fitur kedap udara yang menghasilkan tekanan tinggi dan menaikkan suhu secara drastis sehingga mampu membuat ayam cepat lunak.","['kelapa', 'cabai merah keriting', 'ayam', 'daun jeruk', 'daun salam', 'santan', 'cabai rawit', 'kemiri', 'kunyit', 'asam kandis', 'bawang putih', 'bawang merah', 'ketumbar']"
837,Resep Singkong Thailand,https://resepkoki.id/resep/resep-singkong-thailand/," Singkong  -  1 kg Gula pasir  -  200 gram Air  -  1,5 liter Santan instant  -  100 ml Air   -  100 ml Tepung ketan  -  1 sdm Lihat","Kupas singkong lalu cuci sampai bersih, kemudian potong-potong.Didihkan 1,5 liter air lalu rebus singkong sampai setengah matang.Masukan gula lalu rebus sampai singkong empuk, sisihkan.Untuk membuat saus santan: rebus santan instant, air dan garam sampai mendidih kemudian masukan tepung ketan, aduk sampai mengental.Sajikan singkong dengan siraman saus santan di atasnya.1. Pilih singkong kualitas bagus dengan cara mematahkan sedikit ujung singkong, bila tidak ada warna kehitaman artinya singkongnya bagus.","['instant', 'tepung ketan', 'singkong', 'santan']"
838,Resep Soun Goreng,https://resepkoki.id/resep/resep-soun-goreng/," Soun, rendam air lalu tiriskan  -  100 gram Sawi hijau, pisahkan batang dan daunnya  -  5 lembar Daun bawang, iris  -  1 batang Bakso sapi, iris  -  5 buah Garam  -  1/2 sdt Merica bubuk  -  1/2 sdt Kecap manis  -  2 sdm Saus tiram  -  1 sdm Minyak, untuk menumis  -  : Bawang putih, cincang halus  -  3 siung Bawang merah, iris halus  -  5 butir Cabai merah, iris serong  -  2 buah Cabai hijau, iris serong  -  2 buah","Panaskan minyak. Tumis bumbu hingga harum.Tuang kocokan telur lalu buat orak arik hingga matang.Masukkan bakso dan batang sawi hijau. Aduk rata.Masukkan soun, kecap manis, saus tiram, garam, dan merica. Aduk rata.Masukkan daun sawi hijau dan daun bawang. Aduk rata dan masak sebentar. Angkat.Siap disajikan.1. Gunakan air matang yang bersuhu ruang untuk merendam soun agar teksturnya bagus dan tidak terlalu lembek.","['saus tiram', 'cabai hijau', 'soun', 'merica bubuk', 'daun', 'kecap manis', 'daun bawang', 'bakso sapi', 'hijau', 'cabai merah', 'bawang putih', 'bawang merah', 'sawi']"
